id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
vU3OAf11,True,2017-08-28 19:53:20.000,2017-08-28 19:53:20.000,60,resign,black,7+14,pavelsps,1994,ultranice,1917,1. c4 e5 2. Nc3 Nf6 3. g3 Bc5 4. Bg2 Nc6 5. e3 O-O 6. Nge2 Bb6 7. O-O d6 8. a3 Bf5 9. d4 a5 10. dxe5 Nxe5 11. Bxb7 Rb8 12. Bd5 Nxd5 13. cxd5 Bh3 14. Nf4 Bxf1 15. Qxf1 Re8 16. Na4 g5 17. Nd3 Nf3+ 18. Kg2 Qf6 19. Qe2 g4 20. h3 gxh3+ 21. Kxh3 Qf5+ 22. Kg2 Ng5 23. Nf4 Re4 24. Nc3 Rxf4 25. exf4 Qh3+ 26. Kg1 Qxg3+ 27. Kf1 Qh3+ 28. Ke1 Nf3+ 29. Kd1 Qh1+ 30. Kc2 Nd4+,A22,English Opening: Carls-Bremen System,5
3AjEi5Vd,True,2015-06-10 23:46:40.000,2015-06-10 23:46:40.000,67,outoftime,white,5+12,check__mate,2028,yovictoria,1971,1. e4 c5 2. Nf3 Nc6 3. Bb5 Qb6 4. Nc3 e6 5. Bxc6 Qxc6 6. d4 cxd4 7. Nxd4 Qc7 8. O-O a6 9. Re1 d6 10. Bg5 Nf6 11. f4 Nd7 12. f5 Ne5 13. fxe6 fxe6 14. Rf1 Be7 15. Bxe7 Qxe7 16. Qh5+ g6 17. Qh6 Bd7 18. Rad1 O-O-O 19. a3 Ng4 20. Qd2 Qh4 21. Nf3 Qh6 22. Qxh6 Nxh6 23. Rxd6 Ng4 24. Ng5 Rhf8 25. Rxf8 Rxf8 26. Nxh7 Rh8 27. Ng5 Rxh2 28. Nxe6 Rh8 29. Nc5 Bc6 30. Nxa6 Ne3 31. Nb4 Bd7 32. Rxg6 Rf8 33. Ncd5 Rf1+ 34. Kh2,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
oPbyfVXB,True,2015-06-10 23:46:40.000,2015-06-10 23:46:40.000,54,resign,black,5+12,yovictoria,1997,check__mate,1500,1. d4 f5 2. e4 fxe4 3. f3 e6 4. Nc3 Bb4 5. Bd2 exf3 6. Nxf3 Nc6 7. Bd3 Nxd4 8. O-O Bc5 9. Kh1 Nf6 10. Bg5 Nc6 11. Ne4 Be7 12. Nxf6+ Bxf6 13. Qd2 Qe7 14. Rf2 b6 15. Raf1 Bb7 16. Bxf6 gxf6 17. Nh4 f5 18. Nxf5 exf5 19. Rxf5 O-O-O 20. Rf7 Qc5 21. Bf5 Ne5 22. Rg7 Qb5 23. Rd1 Rhg8 24. Rxg8 Rxg8 25. Bh3 Qxb2 26. Bxd7+ Nxd7 27. Qxd7+ Kb8,A82,Dutch Defense: Staunton Gambit Accepted,4
sshqzAiE,True,2015-09-05 16:20:00.000,2015-09-05 16:20:00.000,17,mate,white,8+8,xaquax,1682,alpervsmagnus,1396,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nc6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7 Kxf7 7. Qf3+ Ke8 8. Bxd5 Nb4 9. Qf7#,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
EEa7eEIh,True,2015-09-03 17:06:40.000,2015-09-03 17:06:40.000,19,resign,white,15+0,kaiju91,1861,alpervsmagnus,1398,1. d4 f5 2. c4 Nf6 3. Nf3 d6 4. Nc3 Nbd7 5. g3 c5 6. Bg2 cxd4 7. Nxd4 g6 8. Ne6 Qa5 9. Bd2 Qe5 10. Nc7+,A84,Dutch Defense: Normal Variation,4
Ww89SSo3,False,2015-09-03 14:20:00.000,2015-09-03 14:20:00.000,96,resign,black,5+8,inspecteur_snail,1788,alpervsmagnus,1399,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Qe7 4. d4 d6 5. Nf3 Nxe4 6. Qe2 Nf6 7. Bg5 Qxe2+ 8. Bxe2 Be7 9. Nc3 Be6 10. O-O Nbd7 11. Nb5 Kd8 12. c4 a6 13. Nc3 c5 14. dxc5 dxc5 15. Rfd1 h6 16. Bh4 g5 17. Bg3 Ke8 18. b3 Nh5 19. Bd6 Bxd6 20. Rxd6 Nf4 21. Rad1 Nxe2+ 22. Nxe2 Rd8 23. Ne5 Ke7 24. Nxd7 Rxd7 25. Rxd7+ Bxd7 26. Nc3 b5 27. cxb5 axb5 28. Nd5+ Ke6 29. Nb6 Rd8 30. Re1+ Kd6 31. Nxd7 Rxd7 32. g3 Re7 33. Rxe7 Kxe7 34. f3 Kd6 35. Kf2 Kd5 36. Ke3 c4 37. f4 gxf4+ 38. gxf4 f5 39. bxc4+ Kxc4 40. h3 Kb4 41. Kd4 Ka4 42. Ke5 b4 43. Kxf5 Ka3 44. Kg4 Kxa2 45. f5 b3 46. f6 b2 47. f7 b1=Q 48. f8=Q Qg1+,C42,Petrov's Defense #2,5
5vl7n36r,True,2015-09-03 11:33:20.000,2015-09-03 11:33:20.000,107,mate,white,10+10,fulowa,1776,alpervsmagnus,1401,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Nb3 e5 7. Bd3 Nc6 8. O-O Be6 9. f4 Be7 10. f5 Bd7 11. Bg5 Qb6+ 12. Kh1 O-O-O 13. a4 h6 14. Bd2 g5 15. a5 Qa7 16. Nd5 Nxd5 17. exd5 Nb8 18. Qe2 f6 19. Be3 Qa8 20. Bb6 Rdg8 21. Qd2 g4 22. Qc3+ Nc6 23. dxc6 Bxc6 24. Be4 h5 25. Bxc6 bxc6 26. Qxc6+ Qxc6 27. Rfe1 Bd8 28. Bxd8 Kxd8 29. Re2 h4 30. Kg1 h3 31. g3 Qf3 32. Rae1 Rg5 33. Nd2 Qa8 34. Nc4 Ke7 35. Ne3 Rc8 36. Rd2 Rc5 37. b4 Rc3 38. Nd5+ Kf7 39. Nxc3 Qf3 40. Ne4 Rxf5 41. Rf2 Qxe4 42. Rxe4 Rxf2 43. Kxf2 f5 44. Rc4 d5 45. Rc6 f4 46. Rxa6 f3 47. Rc6 d4 48. a6 e4 49. a7 e3+ 50. Kf1 d3 51. a8=Q e2+ 52. Kf2 d2 53. Qb7+ Kg8 54. Rc8#,B90,Sicilian Defense: Najdorf Variation,10
rkv8FXzo,False,2015-08-28 11:06:40.000,2015-08-28 13:53:20.000,16,resign,black,8+4,alpervsmagnus,1401,charles12345,1603,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nxe4 4. Qe2 d5 5. f3 Qh4+ 6. Kd1 Nc6 7. fxe4 Nxe5 8. exd5 Qd4,C42,Russian Game: Damiano Variation,6
gf3KHIbR,False,2015-08-28 11:06:40.000,2015-08-28 13:53:20.000,2,resign,black,15+5,alpervsmagnus,1401,jonas12,1612,1. e4 d6,B07,Pirc Defense #4,2
1lbY0vKG,True,2015-08-28 11:06:40.000,2015-08-28 11:06:40.000,135,mate,white,10+0,ali125,1706,alpervsmagnus,1405,1. e4 c5 2. Bc4 e6 3. Nf3 Nc6 4. O-O Nge7 5. c3 d5 6. Bb5 a6 7. Ba4 b5 8. Bc2 c4 9. Re1 g6 10. b3 Bg7 11. Bb2 O-O 12. d4 f5 13. e5 a5 14. Ng5 h6 15. Nh3 g5 16. Bc1 a4 17. bxc4 bxc4 18. Qh5 Qe8 19. Bd1 Qxh5 20. Bxh5 g4 21. Nf4 Kh7 22. f3 gxf3 23. gxf3 Rg8 24. Kf2 Bd7 25. Nd2 Ra6 26. Rg1 Nb8 27. Nf1 Be8 28. Bxe8 Rxe8 29. Ng3 Ng6 30. Nxg6 Kxg6 31. h4 Kh7 32. Nh5 Rg8 33. Rg2 Nd7 34. Bd2 Raa8 35. Rag1 Bh8 36. Rxg8 Rxg8 37. Rxg8 Kxg8 38. Bxh6 Kh7 39. Bg5 Kg6 40. Nf4+ Kf7 41. h5 Nf8 42. Kg3 Nh7 43. Kh4 Nxg5 44. Kxg5 Bg7 45. h6 Bh8 46. Nh5 Kg8 47. Kg6 Bxe5 48. dxe5 d4 49. cxd4 c3 50. Nf4 a3 51. Ne2 c2 52. f4 Kh8 53. Kf7 Kh7 54. Kxe6 Kxh6 55. Kxf5 Kg7 56. d5 c1=Q 57. Nxc1 Kf8 58. Nb3 Ke8 59. Nc5 Ke7 60. d6+ Kd8 61. e6 Ke8 62. Kf6 Kf8 63. e7+ Kg8 64. d7 Kh7 65. Ne6 Kh6 66. e8=Q Kh7 67. Qg6+ Kh8 68. Qg7#,B20,Sicilian Defense: Bowdler Attack,3
JhibfuIR,True,2015-08-28 11:06:40.000,2015-08-28 11:06:40.000,72,mate,black,90+0,alpervsmagnus,1418,garik_svk,1421,1. e4 e6 2. d4 Qe7 3. Nc3 g6 4. Nf3 Nf6 5. e5 Nd5 6. Nxd5 exd5 7. Bd3 Nc6 8. O-O h6 9. c3 Qe6 10. Be3 h5 11. Qc2 h4 12. h3 d6 13. Ng5 Qe7 14. f4 Nd8 15. a4 Ne6 16. Rfe1 Bh6 17. b4 Nxg5 18. exd6 cxd6 19. Bf2 Nxh3+ 20. gxh3 Be6 21. f5 Qg5+ 22. Kh2 Qf4+ 23. Kg1 O-O-O 24. fxe6 Qf3 25. e7 Rde8 26. Bb5 Qxh3 27. Bxe8 Rxe8 28. Qe2 Bf4 29. c4 Bh2+ 30. Kh1 Bf4+ 31. Kg1 Qh2+ 32. Kf1 Qh3+ 33. Kg1 Qh2+ 34. Kf1 h3 35. Bg1 Qh1 36. Kf2 Qg2#,C00,French Defense: Normal Variation,3
cukIDOqv,True,2015-08-28 08:20:00.000,2015-08-28 11:06:40.000,53,mate,white,90+0,garik_svk,1408,alpervsmagnus,1432,1. e3 e5 2. b3 d5 3. Bb2 Nc6 4. g3 f5 5. Qh5+ g6 6. Qe2 Nf6 7. Nf3 e4 8. Ng5 h6 9. Nh3 Bg7 10. Nf4 Ne7 11. Qb5+ c6 12. Qb4 a5 13. Qa4 Bd7 14. Na3 b5 15. Qd4 Kf7 16. h4 h5 17. O-O-O Rg8 18. Be2 Ng4 19. Qc5 Nxf2 20. Nxb5 Bxb2+ 21. Kxb2 Nxd1+ 22. Bxd1 cxb5 23. c4 Rc8 24. Qd4 bxc4 25. Nxh5 gxh5 26. Bxh5+ Kf8 27. Qf6#,A00,Van't Kruijs Opening,1
UrpkJZuC,True,2015-08-28 08:20:00.000,2015-08-28 08:20:00.000,29,resign,white,25+10,alpervsmagnus,1420,mmos50,1591,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Ne5 5. Nc3 Nf6 6. f4 Nc6 7. Nxc6 bxc6 8. Bc4 d6 9. O-O Be7 10. e5 dxe5 11. Qxd8+ Bxd8 12. fxe5 Nd5 13. Nxd5 cxd5 14. Bxd5 O-O 15. Bxa8,C45,Scotch Game,7
msTuWC9Y,True,2015-08-28 05:33:20.000,2015-08-28 08:20:00.000,52,mate,black,5+8,alpervsmagnus,1430,pagasus82,1805,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nxc6 bxc6 6. Bd3 d5 7. O-O h6 8. Nc3 Ne7 9. Re1 O-O 10. Be3 d4 11. Bxh6 dxc3 12. Bxg7 Kxg7 13. Qh5 Qd4 14. Qg5+ Ng6 15. e5 Qxf2+ 16. Kh1 cxb2 17. Rab1 Bd4 18. Rf1 Qh4 19. Qd2 Rh8 20. h3 Bxh3 21. Bc4 Bxg2+ 22. Kxg2 Qh2+ 23. Kf3 Qxd2 24. Ke4 Rh4+ 25. Kf5 Rf4+ 26. Rxf4 Qxf4#,C45,Scotch Game: Classical Variation,8
gmDPMvzI,True,2015-08-28 05:33:20.000,2015-08-28 05:33:20.000,53,resign,white,7+5,maksimen,2022,alpervsmagnus,1431,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 Nc6 7. f4 Nxd4 8. Bxd4 Bg4 9. Qd2 e6 10. h3 Bh5 11. g4 Bg6 12. Bg2 e5 13. fxe5 dxe5 14. Bxe5 Qxd2+ 15. Kxd2 Rd8+ 16. Ke2 Bb4 17. Bxf6 gxf6 18. Nd5 Be7 19. Rhf1 Rxd5 20. exd5 Bxc2 21. Rac1 Ba4 22. Rc8+ Kd7 23. Rxh8 Bb5+ 24. Ke3 Bc5+ 25. Ke4 Bxf1 26. Bxf1 Kd6 27. Rxh7,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
t6PiRScN,True,2015-08-28 05:33:20.000,2015-08-28 05:33:20.000,65,mate,white,12+8,glaspool,1551,alpervsmagnus,1440,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e6 7. h3 Nc6 8. Be3 Be7 9. Qd2 O-O 10. g4 e5 11. Nf5 Bxf5 12. exf5 Qd7 13. O-O-O Rad8 14. h4 b5 15. h5 b4 16. Na4 a5 17. Nb6 Qb7 18. g5 Ne8 19. h6 Nd4 20. Bxd4 exd4 21. Qxd4 f6 22. Bc4+ Kh8 23. hxg7+ Kxg7 24. g6 h6 25. Qh4 Rh8 26. Nd5 Rc8 27. Qe4 Bf8 28. Bb3 Rb8 29. Qe6 a4 30. Nb6 axb3 31. Nd7 Qxd7 32. Qxd7+ Kg8 33. Qf7#,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,12
kbjOV76G,True,2015-08-28 05:33:20.000,2015-08-28 05:33:20.000,65,mate,white,12+0,stonyle,1640,alpervsmagnus,1447,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 e5 5. Nc3 Nf6 6. Nf3 d6 7. Bb5 Bd7 8. a3 a6 9. Ba4 b5 10. Bb3 Be7 11. h3 O-O 12. O-O Na5 13. Ba2 Nc6 14. Nd5 Nxd5 15. exd5 Nb8 16. Be3 f5 17. Qd2 f4 18. Bxf4 exf4 19. Qd4 Bf6 20. Qb4 Qc7 21. c3 g5 22. Rad1 g4 23. hxg4 Bxg4 24. Rd3 Bxf3 25. Rxf3 Be7 26. Rxf4 Rxf4 27. Qxf4 Nd7 28. Qg4+ Kh8 29. Bb1 Rg8 30. Qh5 Rg7 31. Re1 Bd8 32. Re8+ Rg8 33. Qxh7#,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,11
WudL02Lu,True,2015-08-27 15:40:00.000,2015-08-27 15:40:00.000,69,mate,white,8+8,xymuha,1783,alpervsmagnus,1450,1. e4 c5 2. Nf3 d6 3. Bc4 Nc6 4. O-O e5 5. a3 a5 6. Nc3 Nf6 7. h3 Be7 8. Re1 O-O 9. Nd5 Nxd5 10. Bxd5 Be6 11. Bxe6 fxe6 12. c3 h6 13. d4 cxd4 14. cxd4 exd4 15. Nxd4 Nxd4 16. Qxd4 Bf6 17. Qc4 d5 18. exd5 exd5 19. Qb5 b6 20. Rb1 Re8 21. Rxe8+ Qxe8 22. Qxd5+ Kh8 23. Be3 Rd8 24. Qf5 b5 25. Bxh6 gxh6 26. Qxf6+ Kh7 27. Qf5+ Kh8 28. Rc1 a4 29. Qf6+ Kh7 30. Rc7+ Rd7 31. Qf5+ Kg8 32. Rxd7 b4 33. axb4 a3 34. Qh7+ Kf8 35. Qg7#,B50,Sicilian Defense,4
0y4ZTQ2R,True,2015-08-27 15:40:00.000,2015-08-27 15:40:00.000,47,mate,white,30+0,alpervsmagnus,1428,caramba,1666,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bb5+ Nbd7 7. Be3 a6 8. Bd3 b5 9. g4 Ne5 10. g5 Nfg4 11. Nf3 h6 12. Nxe5 dxe5 13. Qxg4 hxg5 14. Bxg5 Rh7 15. Bxd8 Be7 16. Bxe7 Bd7 17. Nxb5 Bxb5 18. Bxb5+ axb5 19. Bc5 O-O-O 20. Rd1 Rxd1+ 21. Qxd1 g6 22. Qd6 g5 23. Bb6 g4 24. Qc7#,B80,Sicilian Defense: Scheveningen Variation |  Vitolins Variation,11
IjnlcR66,True,2015-08-27 15:40:00.000,2015-08-27 15:40:00.000,37,resign,white,20+0,starcat,1776,alpervsmagnus,1432,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4 Bg4 7. Be2 Bxe2 8. Qxe2 e5 9. fxe5 dxe5 10. Nf5 Bb4 11. Nxg7+ Kf8 12. Nf5 Bxc3+ 13. bxc3 Nc6 14. Bh6+ Ke8 15. Ng7+ Ke7 16. Qe3 Qa5 17. O-O Rad8 18. Bg5 Rd6 19. Nf5+,B93,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,11
cIKTQHcy,True,2015-08-27 15:40:00.000,2015-08-27 15:40:00.000,120,mate,black,20+0,nomad22,1629,alpervsmagnus,1410,1. e4 c5 2. Nf3 d6 3. h3 Nc6 4. Bc4 e6 5. a3 a5 6. O-O Nf6 7. d3 Be7 8. Bb5 Bd7 9. Nc3 O-O 10. Bg5 h6 11. Bh4 Ne8 12. Bg3 Nc7 13. Bc4 Rb8 14. Nb5 Nxb5 15. Bxb5 Na7 16. a4 Nxb5 17. axb5 Bxb5 18. Rxa5 Qxa5 19. c4 Ba4 20. b3 Bd7 21. e5 Qb6 22. Nd2 Ra8 23. exd6 Bxd6 24. Bxd6 Qxd6 25. Ne4 Qd4 26. Qh5 f5 27. Ng3 Be8 28. Qe2 g5 29. Qxe6+ Rf7 30. Qxh6 Qg7 31. Qb6 Bc6 32. Qxc5 Ra1 33. Nxf5 Rxf1+ 34. Kxf1 Qa1+ 35. Ke2 Rxf5 36. Qxf5 Qb2+ 37. Ke3 Qc1+ 38. Ke2 Qc2+ 39. Ke3 Qc1+ 40. Ke2 Bxg2 41. Qg6+ Kf8 42. Qf6+ Ke8 43. Qe6+ Kd8 44. Qd6+ Kc8 45. Qf8+ Kc7 46. Qc5+ Kb8 47. Qd6+ Ka7 48. Qc5+ b6 49. Qe7+ Bb7 50. b4 Qc2+ 51. Ke3 Qd1 52. Kd4 Qa1+ 53. Ke3 Qe1+ 54. Kd4 Qxe7 55. Kc3 Qe2 56. b5 Qxf2 57. Kb4 Qb2+ 58. Ka4 Qc3 59. d4 Bf3 60. c5 Bd1#,B50,Sicilian Defense,4
49RDuiXg,True,2015-07-26 00:20:00.000,2015-07-26 00:20:00.000,62,mate,black,1+25,nederlander2,1450,nickelange,1392,1. d4 a6 2. Bf4 d6 3. e3 b6 4. Nf3 Bb7 5. Be2 h6 6. O-O Nf6 7. h3 g6 8. c4 Bg7 9. Nc3 O-O 10. Nd5 Nxd5 11. cxd5 Bxd5 12. a3 Nd7 13. b4 e5 14. dxe5 Bb7 15. exd6 Bxa1 16. dxc7 Qe7 17. Qxa1 g5 18. Bg3 f6 19. Bc4+ Kg7 20. h4 Rfe8 21. hxg5 hxg5 22. Nxg5 Ne5 23. Ne6+ Kh8 24. Bxe5 fxe5 25. Qxe5+ Kh7 26. Bd3+ Kg8 27. b5 Qxe6 28. Qg5+ Kf8 29. Qf4+ Qf7 30. Qh6+ Qg7 31. Qxb6 Qxg2#,A40,Queen's Pawn,1
YbunK9Sb,True,2015-07-22 01:53:20.000,2015-07-22 01:53:20.000,65,resign,white,8+0,accesspror4,1482,nederlander2,1460,1. e4 e5 2. Bc4 Nf6 3. Qf3 h6 4. d3 Bc5 5. Nh3 d6 6. Qg3 O-O 7. O-O Nc6 8. Bxh6 Nh5 9. Qg5 Qxg5 10. Bxg5 Nd4 11. Nc3 Bxh3 12. gxh3 Nf4 13. Nb5 Nde2+ 14. Kh1 Nxh3 15. f4 Nhxf4 16. Bxf4 Nxf4 17. Nxc7 Rac8 18. Nd5 Nxd5 19. Bxd5 b6 20. c4 Bd4 21. Rab1 a6 22. Bb7 Rb8 23. Bxa6 b5 24. Bxb5 f6 25. b3 Rfd8 26. Bc6 Rbc8 27. Bd5+ Kf8 28. a4 Rb8 29. b4 g5 30. b5 g4 31. Rxf6+ Ke7 32. Rg6 Rg8 33. Bxg8,C24,Bishop's Opening: Berlin Defense,4
2vGf9BQ1,True,2015-07-20 19:20:00.000,2015-07-20 22:06:40.000,52,mate,black,20+0,jacot00,1442,nederlander2,1449,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 h6 5. Nc3 Nf6 6. O-O Ng4 7. h3 h5 8. Bg5 Be7 9. hxg4 hxg4 10. Bxe7 Qxe7 11. Nh2 Qh4 12. f3 g3 13. Rf2 gxf2+ 14. Kf1 Qxh2 15. Kxf2 Qh4+ 16. Kf1 d6 17. Nd5 Kd8 18. Ne3 Be6 19. b3 Qg5 20. Qe1 Rh1+ 21. Ke2 Rxe1+ 22. Rxe1 Bxc4 23. Nxc4 Nd4+ 24. Kd1 Kd7 25. Na5 Qxg2 26. c3 Qc2#,C50,Italian Game: Giuoco Pianissimo,7
nygY0ifL,True,2015-07-19 18:20:00.000,2015-07-19 18:20:00.000,52,mate,black,5+8,tiks,1533,nederlander2,1435,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O d6 5. h3 Nf6 6. Nc3 O-O 7. d3 h6 8. a3 a6 9. Ne2 b5 10. Ba2 d5 11. exd5 Nxd5 12. Ng3 Nd4 13. Nxe5 Bb7 14. c3 Ne6 15. d4 Bd6 16. Nf5 Bxe5 17. dxe5 c5 18. Qg4 Qd7 19. Nxh6+ Kh8 20. Nf5 g6 21. Qh4+ Kg8 22. Nh6+ Kg7 23. Ng4 Qc6 24. Qh6+ Kg8 25. Nf6+ Nxf6 26. exf6 Qxg2#,C50,Giuoco Piano,6
Cr05o0f2,True,2015-07-07 17:26:40.000,2015-07-07 17:26:40.000,57,mate,white,11+3,surco,1500,nederlander2,1442,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Bc5 5. d3 d6 6. Bxf7+ Kxf7 7. Ng5+ Ke8 8. Qf3 h6 9. Qh5+ Kd7 10. Qf7+ Qe7 11. Qxe7+ Nxe7 12. Nf3 Kd8 13. O-O Be6 14. Be3 Bxe3 15. fxe3 Kd7 16. d4 exd4 17. exd4 d5 18. Ne5+ Ke8 19. Nb5 Rc8 20. Nxa7 Ra8 21. Nb5 Rc8 22. exd5 Bxd5 23. Nc3 Be6 24. Rae1 Ng4 25. Ng6 Rg8 26. Rxe6 Kd7 27. Rxe7+ Kd8 28. Rff7 Re8 29. Rd7#,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
zxNAe2Vz,True,2015-07-06 22:00:00.000,2015-07-06 22:00:00.000,95,resign,black,5+20,nederlander2,1450,denkiev,1532,1. d4 e6 2. Bf4 c6 3. e3 h5 4. c4 g5 5. Bg3 h4 6. Be5 f6 7. Bxb8 Rxb8 8. Nf3 d6 9. h3 Qa5+ 10. Nc3 Qb4 11. Rb1 Qb6 12. b3 d5 13. Be2 Qa5 14. Qc2 Bb4 15. Rc1 Ne7 16. O-O f5 17. Na4 Bd7 18. Ne5 Bd6 19. Nxd7 Kxd7 20. c5 Bc7 21. a3 Bd8 22. b4 Qc7 23. Nc3 Rg8 24. Ra1 g4 25. hxg4 fxg4 26. b5 g3 27. fxg3 Qxg3 28. bxc6+ bxc6 29. Bf3 h3 30. Kh1 Nf5 31. gxh3 Qxh3+ 32. Qh2 Ng3+ 33. Kg1 Qf5 34. Rf2 Ne4+ 35. Kf1 Nxf2 36. Qxf2 Rf8 37. Ra2 Qxf3 38. Qxf3 Rxf3+ 39. Rf2 Rxe3 40. Nd1 Rb1 41. Rf7+ Be7 42. Kf2 Rd3 43. Ne3 Rb2+ 44. Kf3 Rbb3 45. Kf4 Rxe3 46. Rxe7+ Kxe7 47. Kg4 Re4+ 48. Kg5,A40,Horwitz Defense,2
c3aTeBza,True,2015-07-06 16:26:40.000,2015-07-06 16:26:40.000,13,resign,white,120+0,lesnick86,1623,nederlander2,1456,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. h3 d6 6. Ng5 h6 7. Nxf7,C50,Italian Game: Giuoco Pianissimo |  Normal,8
NNNhzHrL,True,2015-07-06 05:20:00.000,2015-07-06 05:20:00.000,153,mate,white,10+8,spartan117,1541,nederlander2,1465,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Bg5 Be7 6. Nxc6 bxc6 7. Bxf6 Bxf6 8. c3 Rb8 9. Qd2 d5 10. exd5 cxd5 11. Na3 Be7 12. Bb5+ Bd7 13. Bxd7+ Qxd7 14. O-O O-O 15. Rfe1 c6 16. Rad1 h6 17. c4 Bg5 18. Qd3 Rbd8 19. cxd5 cxd5 20. Nb5 Qb7 21. a4 a6 22. Nd4 Qxb2 23. Rb1 Qa2 24. Nc6 Rc8 25. Qxa6 Ra8 26. Qd3 Qxa4 27. Qxd5 Rac8 28. Nb4 Rcd8 29. Qc6 Ra8 30. Qxa4 Rxa4 31. h3 Raa8 32. Nc6 Rac8 33. Ne7+ Bxe7 34. Rxe7 Rce8 35. Rxe8 Rxe8 36. g4 g5 37. Kg2 Kg7 38. Kg3 Kg6 39. f3 f5 40. Rb6+ Kf7 41. gxf5 Kg7 42. f6+ Kg6 43. f7+ Kxf7 44. Rxh6 Re3 45. Ra6 Rb3 46. Ra4 Kf6 47. h4 gxh4+ 48. Rxh4 Kg5 49. Rg4+ Kf5 50. Kg2 Rc3 51. Kg3 Rb3 52. Rf4+ Kg5 53. Re4 Kf5 54. Rc4 Kg5 55. Rc5+ Kf6 56. Kg4 Ke6 57. f4 Rb4 58. Re5+ Kf6 59. Rf5+ Kg6 60. Rc5 Kf6 61. Rc6+ Ke7 62. Kg5 Rb5+ 63. f5 Kd7 64. Re6 Rxf5+ 65. Kxf5 Kc7 66. Ke5 Kd7 67. Kd5 Kc7 68. Rd6 Kb7 69. Kc5 Kc7 70. Kd5 Kb7 71. Ke6 Kc7 72. Ke7 Kb7 73. Kd7 Ka7 74. Rc6 Kb7 75. Kd6 Ka7 76. Kc7 Ka8 77. Ra6#,C45,Scotch Game: Schmidt Variation,8
wSu7IcAb,True,2015-07-06 05:20:00.000,2015-07-06 05:20:00.000,89,resign,white,0+12,grino,1655,nederlander2,1470,1. e4 e5 2. d4 d5 3. dxe5 dxe4 4. Qxd8+ Kxd8 5. Bg5+ f6 6. exf6 gxf6 7. Bf4 Nc6 8. Ne2 Bf5 9. Nbc3 Bh6 10. Bxh6 Nxh6 11. O-O-O+ Bd7 12. Nf4 b6 13. Bb5 Kc8 14. Nfd5 Kb7 15. Nxf6 Be6 16. Nfxe4 Rad8 17. Ng5 Rxd1+ 18. Rxd1 Bg4 19. f3 Bf5 20. g4 Bg6 21. Rd7 Be8 22. Re7 Nxe7 23. Bxe8 Rxe8 24. b3 Nc6 25. Nge4 Ne5 26. Nf6 Re7 27. Ncd5 Re6 28. g5 Nf5 29. f4 Nf3 30. h3 c6 31. Nc3 Re1+ 32. Kb2 Rh1 33. Nxh7 Rxh3 34. Nf6 Nd2 35. g6 Rf3 36. Nh5 Rh3 37. g7 Nxg7 38. Nxg7 Rh7 39. Ne6 Re7 40. f5 Rf7 41. Nd8+ Kc7 42. Nxf7 Ne4 43. Nh6 Ng3 44. f6 Nh5 45. f7,C21,King's Pawn Game: Beyer Gambit,4
